,box_coord,obj_contour
10,[[ 35 130  58 344]],"[[  3.2484879    2.66985887   8.74546371  14.24243952  23.21118952
   23.78981855  57.92893145  61.11139113  67.765625    70.94808468
  110.58417339  96.11844758  90.33215726  91.20010081 107.69102823
  123.02469758 136.04385081 151.95614919 180.88760081 192.17086694
  195.35332661 203.16481855 207.79385081 210.97631048 214.44808468
  217.63054435 217.34122984 219.36643145 221.10231855 227.75655242
  227.17792339 229.78175403 229.78175403 232.96421371 232.96421371
  234.98941532 235.85735887 239.32913306 244.53679435 246.56199597
  246.27268145 249.74445565 250.90171371 272.3109879  278.67590726
  285.33014113 285.04082661 269.12852823 252.63760081 236.14667339
  228.62449597 226.02066532 226.02066532 223.41683468 194.77469758
  196.22127016 207.21522177 210.97631048 210.68699597 204.61139113
  198.24647177 190.43497984 184.359375   183.49143145 186.0952621
  186.38457661 180.59828629 174.52268145 137.7797379   55.61441532
   50.98538306  50.40675403  54.16784274  55.61441532  51.5640121
   46.93497984  43.75252016  43.75252016  43.75252016  42.88457661
   22.921875    17.42489919  15.6890121    9.61340726   3.53780242
    3.2484879 ]
 [ 71.50050403  37.65070565  27.52469758  27.23538306  51.53780242
   56.16683468  48.64465726  37.65070565  37.36139113  46.33014113
   40.54385081  26.65675403  16.82006048  12.19102823   2.64364919
    0.9077621    2.64364919  10.74445565  29.26058468  28.97127016
   24.92086694  24.3422379   22.31703629  20.00252016  21.73840726
   22.89566532   8.140625     8.140625    22.02772177  22.02772177
   11.61239919  13.34828629  20.29183468  20.00252016  15.3734879
   15.66280242  20.58114919  21.44909274  24.3422379   23.47429435
   21.15977823  22.31703629  24.3422379   23.76360887  30.70715726
   40.54385081  44.88356855  51.53780242  53.85231855  57.32409274
   58.48135081  58.19203629  66.87147177  57.61340726  65.13558468
   70.05393145  71.78981855  77.57610887  84.51965726  91.17389113
   94.93497984  94.93497984  87.99143145  79.02268145  75.84022177
   72.36844758  69.47530242  69.1859879   70.921875    72.94707661
   73.23639113  74.68296371  74.68296371  79.890625    85.38760081
   85.96622984  82.49445565  77.57610887  74.97227823  72.6577621
   72.6577621   75.55090726  78.1547379   77.28679435  70.921875
   70.921875  ]]"
11,[[ 25 122  49 344]],"[[  1.84274194  17.65725806  17.65725806  28.69758065  32.27822581
   47.49596774  48.68951613  53.16532258  56.14919355  77.33467742
   89.27016129 168.04435484 178.78629032 187.43951613 203.55241935
  205.04435484 200.27016129 214.89112903 255.1733871  269.79435484
  276.35887097 293.96370968 295.15725806 292.47177419 275.76209677
  275.46370968 278.74596774 277.55241935 271.58467742 268.89919355
  271.58467742 271.88306452 260.84274194 259.05241935 256.96370968
  256.66532258 242.34274194 178.48790323 179.68145161 176.39919355
  170.43145161 168.04435484 168.93951613 166.25403226 165.06048387
  162.6733871  164.16532258 161.47983871 154.61693548 151.93145161
  154.61693548 150.43951613 148.94758065 110.45564516  92.55241935
   89.27016129  88.375       37.64919355  37.64919355  36.15725806
   36.15725806  38.54435484  38.24596774  20.93951613   2.14112903
    2.14112903]
 [ 15.78225806  10.41129032   5.33870968   5.63709677   2.35483871
    2.65322581   6.83064516   9.21774194  14.88709677  41.14516129
   45.91935484  48.30645161  45.91935484  41.14516129  41.44354839
   41.74193548  50.39516129  51.88709677  52.78225806  60.24193548
   65.31451613  76.35483871  77.5483871   79.04032258  84.70967742
   88.88709677  91.57258065  94.55645161  94.55645161  91.87096774
   88.88709677  85.30645161  85.30645161  86.7983871   86.7983871
   85.30645161  85.60483871  83.81451613  87.99193548  90.97580645
   92.76612903  88.29032258  84.41129032  84.41129032  87.99193548
   89.18548387  92.46774194  96.64516129  96.64516129  91.87096774
   88.29032258  87.39516129  82.91935484  81.72580645  76.9516129
   77.84677419  75.45967742  59.64516129  56.36290323  54.87096774
   52.78225806  52.78225806  50.99193548  16.67741935  15.78225806
   14.58870968]]"
12,[[ 31 146  48 344]],"[[  1.84727823  11.72731855  26.39768145  32.38558468  41.96622984
   47.05594758 103.3422379  125.19808468 136.87449597 137.77268145
  144.65877016 158.13155242 163.82006048 171.30493952 232.08215726
  265.31502016 278.48840726 279.98538306 291.66179435 296.7515121
  296.15272177 291.06300403 283.87752016 271.30292339 261.1234879
  216.21421371 197.95110887 176.39465726 170.10735887 169.20917339
  172.80191532 171.60433468 166.8140121  162.02368952 159.92792339
  159.92792339 163.22127016 165.31703629 155.73639113 158.13155242
  158.13155242 152.14364919 144.05997984 144.05997984 147.35332661
  146.75453629 114.41985887  84.48034274  49.15171371   1.54788306
    1.2484879 ]
 [ 61.19455645   3.41129032   1.91431452   3.41129032  33.94959677
   46.22479839  62.69153226  63.29032258  56.40423387  50.41633065
   25.2671371   26.46471774  55.80544355  61.79334677  61.19455645
   60.29637097  67.18245968  70.47580645  76.76310484  81.55342742
   85.14616935  87.84072581  90.2358871   91.43346774  93.52923387
   93.22983871  98.31955645  94.72681452  98.02016129 102.51108871
  104.90625    110.59475806 114.48689516 113.28931452 109.39717742
  106.40322581 103.40927419 101.0141129  100.71471774 104.60685484
  110.59475806 114.78629032 111.49294355 103.40927419 102.51108871
   99.81653226  97.12197581  94.12802419  75.56552419  60.59576613
   60.29637097]]"
13,[[ 37 121  55 349]],"[[  3.02772177   2.73034274  22.95211694  14.03074597  21.46522177
   25.62852823  35.44203629  43.17389113  42.8765121   64.88256048
   79.7515121   80.94102823 125.25050403 121.97933468 124.953125
  129.41381048 129.11643145 170.45211694 193.94506048 193.64768145
  196.32409274 198.40574597 232.30695565 249.55493952 257.28679435
  271.26360887 292.97227823 292.97227823 280.48235887 281.07711694
  276.02167339 271.85836694 271.5609879  268.88457661 268.28981855
  219.22227823 204.05594758 206.13760081 205.84022177 204.94808468
  206.43497984 197.21622984 191.56602823 191.26864919 201.08215726
  201.08215726 196.62147177 134.171875   132.98235887 127.33215726
  127.03477823 131.79284274 131.49546371 125.54788306 121.08719758
  117.81602823 115.43699597 110.38155242 110.08417339 104.13659274
  103.83921371  96.70211694  81.53578629  78.859375    88.37550403
   87.48336694  69.93800403  69.34324597  66.36945565  66.96421371
   34.84727823  30.08921371  27.41280242  19.08618952  21.46522177
   14.62550403  14.62550403   3.62247984   3.62247984]
 [ 45.97379032  40.91834677  38.53931452   2.85383065   1.06955645
    3.15120968   9.69354839  10.58568548  16.2358871   29.02318548
   30.21270161  33.48387097  28.13104839  22.77822581  22.48084677
   26.64415323  27.83366935  22.77822581  21.88608871  18.61491935
   18.02016129  22.77822581  20.69657258  30.51008065  33.78125
   35.26814516  34.37600806  37.34979839  37.34979839  41.21572581
   45.08165323  45.67641129  48.35282258  48.35282258  45.67641129
   54.00302419  55.78729839  61.4375      64.11391129  69.7641129
   77.79334677  83.14616935  77.19858871  71.5483871   68.27721774
   64.70866935  58.16633065  61.4375      59.65322581  59.65322581
   67.97983871  73.33266129  80.17237903  82.84879032  82.84879032
   76.00907258  82.84879032  82.84879032  72.44052419  71.5483871
   60.24798387  60.24798387  68.27721774  65.30342742  60.24798387
   58.16633065  58.76108871  63.51915323  63.51915323  58.76108871
   64.11391129  63.81653226  57.57157258  57.57157258  50.13709677
   49.24495968  47.46068548  45.67641129  45.67641129]]"
14,[[ 39 163  61 353]],"[[ 29.59324597  26.63961694  20.73235887  20.43699597  24.86743952
   18.36945565   0.94304435  22.79989919  61.78780242  74.78377016
  167.23235887 194.40574597 223.64667339 234.57510081 244.91280242
  290.39868952 290.39868952 252.88760081 253.18296371 255.25050403
  253.47832661 245.79889113 243.73135081 249.93397177 249.04788306
  202.97127016 184.36340726 185.84022177 184.06804435 173.43497984
  169.29989919 170.48135081 139.17288306 142.7172379  140.94506048
  129.42590726 124.99546371 125.88155242 127.65372984 127.65372984
  110.81804435  63.85534274  29.29788306  29.29788306]
 [ 87.21975806  75.70060484  75.10987903  72.4516129   70.38407258
   51.77620968   4.51814516   5.10887097  46.16431452  52.66229839
   55.91129032  55.32056452  57.68346774  61.81854839  72.4516129
   92.24092742  97.85282258 100.80645161 112.32560484 119.41431452
  123.25403226 123.25403226 115.57459677 112.62096774 102.28326613
   99.625      107.59979839 116.16532258 122.36794355 122.36794355
  115.86995968 109.37197581 108.78125    115.27923387 122.36794355
  123.54939516 117.6421371  112.03024194 111.14415323 103.16935484
   95.78528226  88.69657258  86.62903226  86.62903226]]"
15,[[ 54 137  59 327]],"[[ 32.36239919  26.39667339  26.12550403  29.10836694   0.63558468
   16.36340726  55.140625    64.36038306  79.81703629 185.84425403
  185.84425403 188.01360887 188.28477823 206.453125   216.48639113
  222.99445565 257.97530242 267.46622984 269.09324597 268.82207661
  239.53578629 237.36643145 237.90877016 240.34929435 238.45110887
  233.29889113 231.12953629 232.48538306 230.58719758 191.80997984
  173.91280242 162.52368952 162.79485887 166.32006048 166.32006048
  160.62550403 156.28679435 153.0327621  153.0327621  145.71118952
  140.28780242 141.37247984 124.55997984 113.71320565  59.75050403
   31.54889113  31.54889113]
 [ 60.12600806  59.85483871  57.68548387  54.97379032   4.80745968
    1.55342742  25.95866935  31.38205645  32.46673387  15.65423387
   12.67137097  11.58669355  15.92540323  12.40020161  15.11189516
   20.53528226  27.58568548  30.56854839  33.55141129  36.26310484
   42.77116935  48.46572581  56.3296371   60.93951613  63.65120968
   65.54939516  60.39717742  56.3296371   43.58467742  50.09274194
   61.48185484  65.54939516  69.88810484  73.68447581  79.1078629
   82.63306452  82.36189516  79.37903226  77.20967742  78.56552419
   72.05745968  67.71875     65.54939516  62.56653226  63.38004032
   60.12600806  60.12600806]]"
16,[[ 37 143  62 347]],"[[ 26.01512097  21.97883065  16.21270161  20.24899194   1.22076613
   23.4203629   62.05342742  80.21673387 137.87802419 137.87802419
  145.37399194 145.37399194 178.81754032 177.66431452 186.02520161
  186.02520161 200.44052419 200.72883065 202.45866935 203.61189516
  221.77520161 229.84778226 236.7671371  271.65221774 283.76108871
  280.87802419 248.87600806 248.58770161 245.41633065 245.7046371
  250.31754032 250.02923387 243.39818548 237.63205645 239.07358871
  243.10987903 242.82157258 196.11592742 179.39415323 164.69052419
  168.15020161 163.24899194 152.00504032 141.91431452 138.4546371
  137.58971774 135.85987903 135.57157258 130.6703629  130.38205645
  110.77721774  96.07358871  91.74899194  91.46068548  80.50504032
   76.46875     64.64818548  25.15020161  25.15020161]
 [ 75.62298387  63.5141129   60.91935484  59.47782258   6.14112903
    1.23991935  38.43145161  42.17943548  43.90927419  41.89112903
   41.89112903  44.77419355  44.19758065  41.89112903  41.60282258
   45.0625      44.77419355  39.00806452  39.00806452  43.33266129
   44.4858871   51.11693548  56.30645161  70.43346774  78.50604839
   81.3891129   84.56048387  86.86693548  87.15524194  93.20967742
   97.82258065 102.72379032 104.74193548 100.70564516  95.22782258
   94.07459677  85.71370968  83.69556452  92.63306452  92.63306452
   99.2641129  104.45362903 103.87701613 101.85887097  96.66935484
   92.34475806  92.34475806  93.78629032  94.07459677  89.1733871
   82.83064516  81.3891129   85.13709677  80.2358871   80.2358871
   80.8125      76.48790323  74.46975806  74.18145161]]"
17,[[ 33 147  57 348]],"[[ 19.4858871   23.3125       0.35282258  21.25201613  60.69556452
   68.64314516  70.99798387  83.94959677 139.87701613 139.87701613
  147.2358871  149.29637097 182.85282258 182.85282258 189.62298387
  189.62298387 206.40120968 203.45766129 206.98991935 209.34475806
  225.23991935 243.19556452 289.11491935 288.23185484 255.85282258
  254.08669355 251.14314516 251.4375     254.38104839 250.84879032
  246.1391129  243.19556452 246.1391129  249.37701613 248.49395161
  244.07862903 203.45766129 181.08669355 174.6108871  174.02217742
  169.3125     162.83669355 159.01008065 159.01008065 150.76814516
  152.23991935 148.41330645 139.28830645 136.34475806 136.6391129
  129.28024194 112.50201613  98.66733871  93.95766129  93.95766129
   81.8891129   64.81653226  29.49395161  24.78427419  18.89717742
   19.19153226  19.19153226]
 [ 65.80040323  64.03427419   3.10282258   1.63104839  42.25201613
   43.42943548  46.07862903  46.96169355  49.6108871   46.96169355
   47.25604839  50.19959677  50.49395161  48.1391129   48.1391129
   51.37701613  51.08266129  46.07862903  46.07862903  50.78830645
   51.08266129  64.62298387  85.81653226  91.40927419  92.58669355
   95.82459677  95.2358871  103.18346774 107.59879032 111.13104839
  112.60282258 107.59879032 103.47782258 101.71169355  94.35282258
   92.29233871  92.58669355 101.71169355 101.71169355 107.30443548
  111.71975806 110.54233871 106.12701613 102.30040323 102.30040323
  108.1875     112.89717742 113.19153226 109.07056452 100.53427419
   96.70766129  88.46572581  88.46572581  92.88104839  86.40524194
   86.1108871   81.10685484  80.8125      69.62701613  67.27217742
   65.21169355  65.21169355]]"
18,[[ 33 146  51 341]],"[[ 31.44808468  26.16784274  20.59425403  19.71421371  24.4077621
    1.52671371   9.74042339   9.15372984  13.84727823  13.84727823
   19.71421371  67.5297379   84.25050403 110.06502016 208.04284274
  227.11038306 237.67086694 243.83114919 289.88659274 288.71320565
  254.09828629 253.51159274 255.85836694 254.39163306 245.00453629
  245.00453629 250.578125   250.28477823 200.41582661 180.46824597
  173.72127016 174.01461694 169.9077621  160.22731855 160.22731855
  156.70715726 153.77368952 142.91985887 141.74647177 141.74647177
  139.69304435 134.99949597 134.99949597 124.4390121   90.41078629
   48.75554435  31.1547379   30.56804435]
 [ 80.67439516  70.40725806  69.23387097  65.4203629   63.07358871
    2.05745968   1.7641129    0.59072581   0.59072581   2.35080645
    2.35080645  44.59274194  48.99294355  49.87298387  52.80645161
   53.39314516  60.14012097  64.83366935  88.30141129  93.58165323
   95.0483871  103.55544355 106.78225806 111.76915323 112.35584677
  104.72883065 103.84879032  96.80846774  94.16834677 102.67540323
  101.7953629  107.36895161 112.94254032 112.64919355 103.26209677
  103.26209677 110.59576613 112.0625     102.38205645 100.32862903
  102.38205645 101.20866935  96.80846774  93.28830645  87.42137097
   80.38104839  79.79435484  79.50100806]]"
19,[[ 31 165  45 345]],"[[  0.95514113   0.95514113  59.82006048  59.51663306  52.84122984
   53.14465726  62.24747984  69.83316532  81.9702621   88.64566532
   97.7484879   98.96219758  97.44506048  86.82510081  88.03881048
  122.93296371 123.23639113 127.484375   125.66381048  44.64868952
   44.3452621   50.11038306 127.18094758 129.30493952 134.46320565
  137.80090726 210.32006048 208.49949597 135.07006048 140.83518145
  181.49445565 190.29385081 190.59727823 231.25655242 234.59425403
  230.34627016 232.77368952 238.23538306 247.33820565 261.29586694
  264.93699597 274.95010081 276.4672379  300.43800403 300.13457661
  265.54385081 256.44102823 251.58618952 250.67590726 246.73135081
  241.57308468 240.96622984 238.8422379  231.86340726 231.55997984
  237.62852823 238.53881048 237.32510081 231.55997984 176.94304435
  176.0327621  177.54989919 177.85332661 177.54989919 171.48135081
  167.23336694 167.23336694 168.44707661 168.75050403 166.32308468
  155.09627016  87.43195565  80.14969758  78.63256048  79.23941532
   71.35030242  70.44002016  67.40574597  67.70917339  61.03377016
   62.55090726  60.73034274  57.39264113   1.56199597   2.16885081]
 [ 88.63306452  78.01310484  81.95766129  80.74395161  79.53024194
   72.85483871  72.85483871  66.78629032  66.4828629   72.85483871
   73.46169355  74.67540323  81.04737903  81.04737903  85.90221774
   85.59879032  66.78629032  54.04233871  11.25907258  10.34879032
    7.61794355   3.6733871    2.76310484   5.49395161   5.49395161
    2.45967742   4.28024194  10.95564516  10.0453629   42.51209677
   42.51209677  63.75201613  87.41935484  83.47479839  78.31653226
   75.8891129   71.94455645  72.24798387  65.26915323  65.26915323
   72.55141129  72.55141129  79.83366935  78.01310484  87.41935484
   91.97076613  98.94959677 113.81754032 127.47177419 131.11290323
  131.41633065 128.68548387 132.3266129  132.63004032 115.33467742
  112.90725806 105.92842742 102.59072581  97.12903226 100.77016129
  110.78326613 115.63810484 130.50604839 132.3266129  131.71975806
  122.31350806 115.63810484 112.30040323 105.01814516 102.59072581
   98.64616935  96.52217742 111.69354839 121.70665323 132.02318548
  133.23689516 126.25806452 126.56149194 132.02318548 132.02318548
  122.9203629  113.81754032  95.00504032  87.11592742  87.11592742]]"
20,[[ 28 129  48 347]],"[[4.35947581e+01 2.51471774e+01 4.63709677e-02 7.60685484e+00
  1.63770161e+01 5.41794355e+01 6.50665323e+01 6.59737903e+01
  5.96229839e+01 8.20020161e+01 1.38856855e+02 1.53372984e+02
  1.52163306e+02 1.55187500e+02 1.58816532e+02 2.35631048e+02
  2.49542339e+02 2.52264113e+02 2.52264113e+02 2.57405242e+02
  2.57102823e+02 2.70409274e+02 2.70409274e+02 2.75550403e+02
  2.76155242e+02 2.91881048e+02 2.97627016e+02 2.97627016e+02
  2.93393145e+02 2.94905242e+02 2.98534274e+02 2.98231855e+02
  2.94300403e+02 2.91578629e+02 2.90368952e+02 2.90368952e+02
  2.83715726e+02 2.80993952e+02 2.86135081e+02 2.84018145e+02
  2.80086694e+02 2.74945565e+02 2.73735887e+02 2.67989919e+02
  2.66780242e+02 2.59824597e+02 2.54985887e+02 2.54985887e+02
  2.50752016e+02 2.49844758e+02 2.39562500e+02 2.39562500e+02
  2.34421371e+02 2.33816532e+02 2.23534274e+02 2.15671371e+02
  1.94199597e+02 1.94199597e+02 1.99038306e+02 1.97526210e+02
  1.87546371e+02 1.80893145e+02 1.85127016e+02 1.85429435e+02
  1.85429435e+02 1.68493952e+02 1.33413306e+02 1.04381048e+02
  4.32923387e+01 4.32923387e+01]
 [5.45241935e+01 1.43024194e+01 4.32258065e+00 9.95967742e-01
  2.50806452e+00 7.04435484e+00 7.34677419e+00 1.03709677e+01
  1.18830645e+01 3.66814516e+01 4.30322581e+01 4.24274194e+01
  3.57741935e+01 3.57741935e+01 4.18225806e+01 3.91008065e+01
  4.75685484e+01 4.90806452e+01 3.97056452e+01 3.97056452e+01
  4.96854839e+01 5.33145161e+01 3.66814516e+01 3.66814516e+01
  5.30120968e+01 6.14798387e+01 6.42016129e+01 6.84354839e+01
  6.99475806e+01 7.96250000e+01 8.35564516e+01 8.74879032e+01
  8.96048387e+01 8.68830645e+01 8.74879032e+01 9.47459677e+01
  9.71653226e+01 9.02096774e+01 8.59758065e+01 8.20443548e+01
  7.59959677e+01 7.62983871e+01 8.93024194e+01 9.17217742e+01
  8.53709677e+01 7.84153226e+01 7.90201613e+01 8.59758065e+01
  8.65806452e+01 7.90201613e+01 8.02298387e+01 8.20443548e+01
  8.20443548e+01 8.02298387e+01 8.02298387e+01 8.59758065e+01
  8.35564516e+01 9.02096774e+01 9.56532258e+01 9.95846774e+01
  1.01701613e+02 9.62580645e+01 9.02096774e+01 8.23467742e+01
  8.14395161e+01 7.90201613e+01 7.62983871e+01 6.81330645e+01
  5.39193548e+01 5.39193548e+01]]"
21,[[ 30 130  49 344]],"[[ 11.68951613   3.03629032   6.02016129  22.72983871  38.54435484
   51.0766129   57.34274194  67.48790323 147.45564516 144.47177419
  149.54435484 199.6733871  206.83467742 211.31048387 209.22177419
  208.3266129  201.46370968 203.25403226 222.64919355 230.40725806
  231.30241935 233.39112903 249.20564516 250.10080645 273.6733871
  278.14919355 283.81854839 258.15725806 255.77016129 243.83467742
  247.71370968 247.71370968 238.46370968 252.18951613 249.50403226
  249.50403226 233.09274194 231.00403226 222.94758065 222.05241935
  224.14112903 219.66532258 219.36693548 206.83467742 184.45564516
  183.56048387  57.93951613  53.46370968  52.27016129  54.95564516
   49.88306452  43.61693548  44.21370968  49.28629032  49.88306452
   25.11693548  13.18145161   9.30241935  11.09274194   9.89919355]
 [ 71.88709677  50.7016129   32.7983871   19.96774194  21.16129032
   42.64516129  55.47580645  58.16129032  27.42741935  22.65322581
   18.77419355   3.25806452   4.4516129    5.94354839  11.91129032
   16.68548387  21.16129032  28.32258065  24.44354839  25.33870968
   19.66935484  16.98387097  16.98387097  14.59677419  11.31451613
   16.68548387  50.40322581  59.05645161  56.96774194  61.74193548
   64.42741935  68.30645161  70.99193548  85.91129032  89.49193548
   98.14516129  99.63709677  97.25        98.14516129  94.56451613
   91.58064516  90.38709677  86.20967742  78.15322581  81.73387097
   78.4516129   79.64516129  82.92741935  87.40322581  91.87903226
   95.75806452  93.66935484  88.89516129  86.50806452  83.22580645
   82.92741935  75.76612903  75.76612903  71.58870968  73.37903226]]"
22,[[ 23 121  50 341]],"[[ 25.37298387  23.90120968  27.1391129   28.02217742  22.72379032
   28.90524194  16.83669355  12.42137097  13.30443548  11.53830645
    8.00604839  11.53830645   1.2358871   15.95362903  37.44153226
   55.9858871   56.57459677  47.15524194  60.98991935  81.59475806
   91.0141129   90.71975806  85.71572581 104.26008065  96.01814516
   96.01814516  80.12298387  80.12298387  90.13104839  83.3608871
  117.80040323 116.91733871 111.03024194 113.09072581 118.97782258
  173.43346774 187.26814516 188.44556452 199.63104839 251.14314516
  255.55846774 257.91330645 267.92137097 290.29233871 290.29233871
  280.57862903 284.1108871  274.69153226 262.03427419 199.33669355
  155.18346774 141.64314516 145.17540323 150.47379032 150.47379032
  145.46975806 115.44556452 111.91330645 120.15524194 120.15524194
  121.03830645 121.03830645  25.96169355  25.96169355]
 [ 66.18951613  60.30241935  60.30241935  55.2983871   51.17741935
   48.82258065  24.97983871  25.27419355  19.97580645  17.62096774
   14.08870968  12.02822581   2.60887097   2.60887097  13.20564516
   13.5         17.03225806  20.27016129  42.64112903  47.93951613
   44.11290323  39.99193548  36.45967742  35.5766129   26.74596774
   22.91935484  23.21370968  17.91532258  16.44354839  11.73387097
   10.55645161  14.08870968  14.67741935  17.03225806  17.03225806
   48.82258065  49.11693548  52.35483871  52.64919355  52.94354839
   51.76612903  54.12096774  58.24193548  58.53629032  62.9516129
   63.83467742  65.89516129  72.37096774  77.96370968  79.43548387
   79.43548387  89.14919355  91.20967742  91.7983871   95.91935484
   97.68548387  97.68548387  94.15322581  90.91532258  86.5
   85.32258065  77.66935484  65.89516129  65.60080645]]"
23,[[ 25 106  48 344]],"[[ 35.97832661  35.67893145  44.06199597  18.61340726   4.54183468
    3.34425403  48.55292339  79.390625   112.32409274 117.41381048
  116.21622984 184.17893145 182.98135081 185.67590726 187.47227823
  248.24949597 277.88961694 285.67389113 294.05695565 294.05695565
  277.88961694 265.31502016 265.31502016 260.82409274 262.32106855
  260.82409274 257.83014113 258.12953629 253.93800403 253.93800403
  155.13760081 147.65272177 148.55090726 132.68296371 131.48538306
   94.0609879   35.37953629  37.77469758]
 [ 50.78125     44.49395161  41.5         13.95564516   8.86592742
    3.77620968   2.57862903  24.13508065  25.33266129  30.72177419
   37.00907258  40.00302419  35.51209677  35.21270161  39.10483871
   40.90120968  48.68548387  53.77520161  60.36189516  63.9546371
   69.04435484  69.34375     72.93649194  73.2358871   77.72681452
   79.82258065  78.32560484  72.93649194  72.93649194  69.64314516
   68.14616935  68.14616935  73.83467742  77.12802419  68.44556452
   65.15221774  49.88306452  44.79334677]]"
24,[[ 31 140  56 342]],"[[ 13.66381048   0.64465726  18.00352823   4.984375    20.31804435
   52.14264113  74.9984879  105.95514113 120.71018145 156.00655242
  155.13860887 159.47832661 160.92489919 234.70010081 264.21018145
  268.83921371 284.17288306 285.33014113 267.39264113 261.60635081
  262.18497984 250.03377016 250.90171371 245.98336694 245.69405242
  244.53679435 197.37852823 194.19606855 193.03881048 184.93800403
  184.359375   182.04485887 181.17691532 177.70514113 176.25856855
  147.03780242 145.30191532 139.515625   136.91179435 136.33316532
  113.76663306 113.47731855  64.58316532  62.55796371  58.50756048
   15.97832661  11.34929435  12.50655242  12.2172379 ]
 [ 62.44354839  51.16028226  50.87096774   1.97681452   1.6875
   38.14112903  54.92137097  54.92137097  54.92137097  54.34274194
   51.16028226  51.16028226  55.5         55.5         63.60080645
   67.65120968  75.75201613  79.80241935  88.19254032  88.77116935
   93.97883065  95.13608871 101.50100806 102.94758065  96.29334677
   91.375       91.66431452  96.29334677  91.95362903  91.95362903
   95.13608871  94.84677419  91.95362903  91.95362903  99.18649194
  101.21169355 109.02318548 109.02318548 105.84072581  99.76512097
   99.47580645  93.1108871   84.72076613  86.74596774  82.98487903
   71.41229839  66.78326613  62.15423387  61.57560484]]"
25,[[ 30 127  59 337]],"[[  7.109375   1.765625   7.109375  14.421875   9.359375   1.203125
   15.265625  50.984375  81.921875 151.671875 151.390625 153.921875
  156.171875 243.921875 265.578125 276.265625 279.078125 277.390625
  260.515625 244.203125 244.203125 248.140625 247.296875 243.078125
  240.546875 240.546875 242.515625 240.828125 145.484375 147.734375
  146.328125 140.140625 132.265625 130.015625 134.234375 134.234375
   88.953125  60.265625  12.453125   6.828125   6.828125]
 [ 59.203125  52.453125  52.453125  52.734375  35.296875   2.390625
    2.390625  42.328125  51.609375  51.890625  48.515625  48.796875
   51.609375  53.015625  62.015625  67.359375  71.578125  74.671875
   82.265625  84.234375  87.328125  89.296875  94.078125  95.765625
   92.671875  89.578125  88.453125  84.234375  86.484375  89.859375
   94.359375  95.484375  94.640625  90.703125  88.171875  85.921875
   85.078125  80.578125  67.640625  59.484375  59.484375]]"
26,[[ 25 123  53 348]],"[[  3.33467742  28.69758065  16.16532258  29.89112903  64.20564516
   94.34274194 166.55241935 166.55241935 169.53629032 170.13306452
  246.81854839 274.86693548 279.64112903 293.66532258 295.15725806
  279.04435484 256.06854839 198.18145161 198.18145161 169.53629032
  168.34274194 160.28629032 160.88306452 158.79435484 146.56048387
  144.77016129 141.78629032 103.89112903  69.27822581  49.28629032
   26.60887097  21.23790323   3.33467742   4.52822581]
 [ 54.17741935  54.17741935   2.25806452   4.34677419  44.03225806
   53.58064516  54.47580645  51.19354839  53.58064516  55.07258065
   56.26612903  61.93548387  67.30645161  73.87096774  77.75
   84.91129032  89.38709677  88.19354839  93.86290323  93.86290323
   90.58064516  90.87903226  95.65322581  98.93548387  98.93548387
   92.96774194  88.79032258  87.89516129  81.62903226  74.76612903
   67.00806452  61.04032258  54.17741935  53.87903226]]"
